norm_id,law_name,law_id,source_link,norm_name,norm_text
LT_norm_2,Law on Financial Statements ,LT_Law_on_Financial_Statements_2023,https://www.e-tar.lt/portal/lt/legalAct/TAR.132D0D75309C/asr,Article 4,"Article 4. Micro, small, medium and large enterprises

1. Very small companies - companies whose at least two indicators on the last day of the financial year do not exceed the following amounts:

1) the value of the assets indicated in the balance sheet – 350,000 euros;

2) net sales revenue during the reporting financial year – 700,000 euros;

3) average annual number of employees according to the list during the reporting financial year – 10 employees.

2. Small companies - companies whose at least two indicators on the last day of the financial year do not exceed the following amounts:

1) the value of assets indicated in the balance sheet – 4,000,000 euros;

2) net sales revenue during the reporting financial year – 8,000,000 euros;

3) average annual number of employees according to the list during the reporting financial year – 50 employees.

3. Medium-sized companies - companies whose at least two indicators on the last day of the financial year do not exceed the following values:

1) the ets indicated in the balance sheet – 20,000,000 euros;

2) net sales revenue during the reporting financial year – 40,000,000 euros;

3) average annual number of employees according to the list during the reporting financial year – 250 employees.

4. Large companies - companies whose at least two indicators on the last day of the financial year exceed the amounts specified in part 3 of this article.

5. The net income from sales consists of the income earned from the sale of goods and services in the reporting financial year, from which the amounts of sales, depreciation, and discounts of returned goods have been deducted.

6. The average annual number of employees according to the list is calculated in accordance with the procedure established by the Government of the Republic of Lithuania or an institution authorized by it.

7. The company is assigned to another category of companies in the event that the indicators specified in paragraphs 1-4 of this article are not exceeded on the last day of the fil year or begin to be exceeded for two consecutive financial years.

8. When a very small enterprise does not choose to apply the exceptions allowed for very small enterprises, set out in Articles 20, 22 and 23 of this law, it is subject to the same requirements as small enterprises. Exceptions allowed for very small companies do not apply to financial holding companies, as well as to joint-stock companies and closed joint-stock companies, the prices of goods (services) of which are regulated according to the procedure established by law.

9. Public interest companies, state and municipal companies, which are not considered public interest companies according to the Financial Statements Audit Law, are subject to the same requirements as large companies in all cases.

Changes to part of the article:

No. XIII-100, 15/12/2016, published in TAR 23/12/2016, i. k. 2016-29412

No. XIII-785, 21/11/2017, published in TAR on 28/11/2017, i. k. 2017-18848"
LT_norm_3,Accounting Law,LT_Accounting_Law_2023,https://www.e-tar.lt/portal/lt/legalAct/TAR.43178AA9832E/asr,Article 13,"Article 24. Audit of financial statements
1. In state and municipal companies that are not considered public interest companies in accordance with the Law on Auditing of Financial Statements, public interest companies, joint stock companies, closed joint stock companies specified in part 2 of this article, cooperative companies (cooperatives), real partnerships and limited partnerships, in which all the real members are joint stock companies or closed joint stock companies, as well as in closed joint stock companies where the shareholder is the state and/or municipality, in closed joint stock companies whose prices of goods (services) are regulated according to the procedure established by law, an audit of the annual financial statements must be performed.
Changes to part of the article:
No. XIII-100, 15/12/2016, published in TAR 23/12/2016, i. k. 2016-29412
No. XIII-785, 21/11/2017, published in TAR on 28/11/2017, i. k. 2017-18848
2. The audit of annual financial statements must be carried out in closed joint-stock companies, cooperative companies (cooperatives), real business partnerships and limited partnerships
in partnerships where all true members are joint-stock companies or closed joint-stock companies, if at least two of their indicators exceed the following amounts on the last day of the financial year:
1) the value of assets specified in the balance sheet – 1,800,000 euros;
2) net sales revenue during the reporting financial year – 3,500,000 euros;
3) average annual number of employees according to the list during the reporting financial year – 50 employees.
3. The audit of annual financial statements, the audit of interim financial statements, when necessary or when other laws determine it, is carried out in accordance with the Law on the Audit of Financial Statements and other legal"
LU_norm_1,Law on Commercial Companies,LU_Law_on_Commercial_Companies_2023_,https://www.elvingerhoss.lu/sites/default/files/documents/publications/EHP-Law-of-10th-August-1915-on-commercial-companies.pdf,Article 35,"Art. 35.350
(Law of 18 December 2015)
«(1) Undertakings which on their balance sheet dates do not exceed the limits of at least two of the
following three criteria:
- balance sheet total: 4.4 million euros
- Net turnover: 8.8 million euros
- average number of full-time staff employed
during the financial year: 50
may draw up an abridged balance sheet, the form and content of which shall be determined by a
Grand Ducal regulation to be made with the benefit of an opinion of the Commission des normes
comptables351.
This option does however not apply to undertakings whose securities are admitted to trading on a
regulated market of any Member State of the European Union352 within the meaning of Article 1
point 11 of the amended Law of 13 July 2007on markets in financial instruments353.»
(2) The amounts stated above may be amended by Grand Ducal regulation.»
(Law of 18 December 2015)
«b) In addition, the réviseur(s) d’entreprises agréé(s) [approved statutory auditor(s)] shall
aa) express an opinion on:
i) he management report is consistent with the annual accounts for the same
financial year, and
ii) whether the management report has been prepared in accordance with the
applicable statutory requirements;
bb) state whether, in the light of the knowledge and understanding of the undertaking and
its environment obtained in the course of the audit, he, she or it has identified material
misstatements in the management report, and shall give an indication of the nature of
any such misstatements.»
(Law of 23 July 2016)
«cc) Points aa) and bb) of the present point do not apply to the non-financial statement
referred to in Article 68bis paragraph (2), nor to the separate report referred to in
Article 68bis paragraph (5), nor to the information referred to in paragraph (1), points a),
b), e), f) and g) of Article 68ter. »
(2) The companies referred to in Article 35 shall be exempted from the obligation laid down in
paragraph (1).
(Law of 10 December 2010)
«This exemption does however not apply to undertakings whose rities are admitted to
trading on a regulated market449 of any Member State of the European Community450, 451 within
the meaning of Article 4 paragraph (1) point 14 of Directive 2004/39/EC of the European
Parliament and of the Council of 21 April 2004 on markets in financial instruments.»452
Article 36 shall apply.
(3) (Law of 12 July 2013) «The institution of the commissaires aux comptes [supervisory auditors]
provided for in Articles 61453 and 200454 of the amended Law of 1915 on commercial companies
shall not apply to those companies which have their annual accounts audited by a réviseur
d’entreprises agréé [approved statutory auditor] pursuant to paragraph (1).»
(Law of 12 July 2013)
«(3bis) A société en commandite par actions, which causes, or is obliged to have, its annual accounts
audited by a réviseur d’entreprises agréé [approved statutory auditor], may decide not to
establish a supervisory board.»
(4) In the case referred to in paragraph (2) and where the annual accounts or the annu drawn up in accordance with the present law, any interested party may request the 279
©Philippe Hoss, Elvinger Hoss Prussen. All rights reserved.
president of the Tribunal d’Arrondissement [District Court] dealing with commercial matters and
sitting as in urgency matters to designate at the expense of the company, for a period of up to
five years, a person fulfilling the requirements of paragraph (1) and for the purposes of that
paragra"
LU_norm_2,Law on Commercial Companies,LU_Law_on_Commercial_Companies_2023_,https://www.elvingerhoss.lu/sites/default/files/documents/publications/EHP-Law-of-10th-August-1915-on-commercial-companies.pdf,Article 69,"Art. 69.443
(1) a) (Law of 18 December 2009) «Companies incorporated under Luxembourg law referred to in
Article 1 of Council Directive 78/660/EEC of 25 July 1978444 must have their annual accounts
audited by one or more réviseurs d’entreprises agréés [approved statutory auditors]
appointed by the general meeting445.
Law of 23 July 2015) «In the companies referred to in Article L. 426-1 of the Labour Code,
those persons shall be designated by the general meeting upon the proposal of the employer
following the procedure provided for in Section 4 of Chapter IV of Title One of Book IV of the
Labour Code446.»
(Law of 18 December 2009) «The persons referred to in the two foregoing paragraphs shall
be appointed for a period laid down in a contract for the provision of services, which may be
terminated only on serious grounds or by mutual agreement.»447, 44
(Law of 18 December 2015)
«b) In addition, the réviseur(s) d’entreprises agréé(s) [approved statutory auditor(s)] shall
aa) express an opinion on management report is consistent with the annual accounts for the same
financial year, and
ii) whether the management report has been prepared in accordance with the
applicable statutory requirements;
bb) state whether, in the light of the knowledge and understanding of the undertaking and
its environment obtained in the course of the audit, he, she or it has identified material
misstatements in the management report, and shall give an indication of the nature of
any such misstatements.»
(Law of 23 July 2016)
«cc) Points aa) and bb) of the present point do not apply to the non-financial statement
referred to in Article 68bis paragraph (2), nor to the separate report referred to in
Article 68bis paragraph (5), nor to the information referred to in paragraph (1), points a),
b), e), f) and g) of Article 68ter. »
(2) The companies referred to in Article 35 shall be exempted from the obligation laid down in
paragraph (1).
(Law of 10 December 2010)
«This exemption does however not apply to undertakings whose seties are admitted to
trading on a regulated market449 of any Member State of the European Community450, 451 within
the meaning of Article 4 paragraph (1) point 14 of Directive 2004/39/EC of the European
Parliament and of the Council of 21 April 2004 on markets in financial instruments.»452
Article 36 shall apply.
(3) (Law of 12 July 2013) «The institution of the commissaires aux comptes [supervisory auditors]
provided for in Articles 61453 and 200454 of the amended Law of 1915 on commercial companies
shall not apply to those companies which have their annual accounts audited by a réviseur
d’entreprises agréé [approved statutory auditor] pursuant to paragraph (1).»
(Law of 12 July 2013)
«(3bis) A société en commandite par actions, which causes, or is obliged to have, its annual accounts
audited by a réviseur d’entreprises agréé [approved statutory auditor], may decide not to
establish a supervisory board.»
(4) In the case referred to in paragraph (2) and where the annual accounts or the annualrawn up in accordance with the present law, any interested party may request the 279
©Philippe Hoss, Elvinger Hoss Prussen. All rights reserved.
president of the Tribunal d’Arrondissement [District Court] dealing with commercial matters and
sitting as in urgency matters to designate at the expense of the company, for a period of up to
five years, a person fulfilling the requirements of paragraph (1) and for the purposes of that
paragra"
LV_norm_1,Law on Annual Statements,LV_Law_on_Annual_Statements_2023,https://likumi.lv/ta/en/en/id/277779-law-on-the-annual-financial-statements-and-consolidated-financial-statements,Section 3,"Section 3. Subjects of the Law

(1) This Law shall apply to:

1) commercial companies, cooperative companies registered in the Republic of Latvia, European economic interest groupings, European cooperative societies, and European commercial companies registered in the Republic of Latvia;

2) individual undertakings, farming and fishing enterprises whose turnover (revenue) from the economic transactions during the previous financial year exceeds 300 000 euro.

(2) This Law shall be applied to annual statements of the persons referred to in Paragraph one of this Section (hereinafter also - the undertaking) and consolidated annual statements of the undertakings referred to in Paragraph one, Clause 1 of this Section.

(3) Individual undertakings, farming and fishing enterprises may prepare an annual statement taking into account the provisions of this Law also if their turnover (revenue) from economic transactions in the previous financial year does not exceed 300 000 euro.

(4) This Law shall not apply to credit institutions, savings and loan societies, insurance companies, re-insurance companies, private pension funds, investment companies, investment management companies, as well as alternative investment funds founded as commercial companies.

(5) A development financial institution and a commercial company, which in accordance with the Financial Instrument Market Law prepare an annual statement and consolidated annual statement in conformity with the international accounting standards adopted in accordance with Regulation (EC) No 1606/2002 of the European Parliament and of the Council of 19 July 2002 on the application of international accounting standards (hereinafter - the international accounting standards):

1) by way of derogation from the principles and regulations to be applied for the assessment of annual statement and financial statement items laid down in this Law, the annual statement items shall be assessed in accordance with the international accounting standards;

2) by way of derogation from the provisions of this Law for the preparation of a balance sheet, profit or loss account, cash flow statement, and statement of changes in equity, individual financial statement items need not be indicated if they are not significant or their non-indication makes the financial statement more transparent, as well as additional items may be included, however, in any case the information indicated in the items must conform to the international accounting standards;

3) in addition to the provisions for the preparation of annex to the financial statement laid down in this Law, explanatory information shall be provided in accordance with the international accounting standards;

4) by way of derogation from the provisions of this Law, the consolidated annual statement shall be prepared in conformity with the international accounting standards. In such case the provisions of Clauses 1, 2, and 3 of this Paragraph shall be applied for the assessment of the consolidated annual statement items and consolidated financial statement items, components of the consolidated financial statement and for the provision of explanatory information in the consolidated financial statement accordingly.

(6) A development financial institution a the commercial company, the transferable securities of which are included in the regulated market of the Republic of Latvia or another European Union Member State (hereinafter - the regulated market), shall apply the requirements of this Law binding on a large undertaking.

(61) If a commercial company the transferable securities of which were included in the regulated market in the previous reporting year and which had prepared the annual statement and consolidated annual statement under the Financial Instrument Market Law according to the international accounting standards ceases to be the regulated marked participant in the reporting year, it may continue to prepare the annual statement and the consolidated annual statement according to the international accounting standards. The provisions of Paragraph five, Clauses 1, 2, 3, and 4 and Paragraph six of this Section shall apply to a commercial company who uses the opportunity provided in this Paragraph.

(7) A capital company, which in conformity with the provisions of this Law is a large undertaking, may prepare an annual statement in accordance with the international accounting standards. In such case the capital company shall apply the provisions of Paragraph five, Clauses 1, 2, and 3 of this Section to the assessment of financial statement items, components of the financial statement and provision of the explanatory information in the financial statement accordingly."
LV_norm_2,Law on Annual Statements,LV_Law_on_Annual_Statements_2023,https://likumi.lv/ta/en/en/id/277779-law-on-the-annual-financial-statements-and-consolidated-financial-statements,Section 5,"Section 5. Categories of Undertakings
(1) In applying this Law, undertakings shall be divided in the following categories depending on the limit values of
criteria laid down below:
1) a micro-entity;
2) a small undertaking;
3) a medium-sized undertaking;
4) a large undertaking.
(2) A micro-entity is a small undertaking which on the balance sheet date does not exceed at least two of three
limit values of the criteria referred to in this Paragraph:
1) balance sheet total - EUR 350 000;
2) net turnover - EUR 700 000;
3) average number of employees during the reporting year - 10.
(3) A small undertaking is such undertaking which on the balance sheet date does not exceed at least two of three
limit values of the criteria referred to in this Paragraph:
1) balance sheet total - EUR 4 000 000;
2) net turnover - EUR 8 000 000;
3) average number of employees during the reporting year - 50.
(4) A medium-sized undertaking is such undertaking which is not a small undertaking and which on the balance
sheet date does not exceed at least two of three limit values of the criteria referred to in this Paragraph:
1) balance sheet total - EUR 20 000 000;
2) net turnover - EUR 40 000 000;
3) average number of employees during the reporting year - 250.
(5) A large undertaking is such undertaking which on the balance sheet date exceeds at least two of three limit
values of the criteria referred to in Paragraph four of this Section.
(6) If the undertaking on the balance sheet date does not exceed two limit values of the criteria referred to in
Paragraph two, three, or four of this Section two years in succession (in both, current and previous reporting year), it
shall obtain the right to provide the minimum information in its annual statement that has been laid down in this Law
for the relevant category of undertakings whose indicators it does not exceed and also shall obtain the right to apply
the reliefs or exemptions laid down in this Law which are provided for the relevant category of undertakings. The
undertaking shall lose this right, if in subsequent reporting years it exceeds the referred to limit values and this
reoccurs two reporting years in succession. If the indicators of the economic activity of the undertaking fluctuate on a
year-by-year basis and every year it conforms to a different category of undertakings, the relevant undertaking, in
preparing the annual statement, shall comply with the provisions stipulated for a higher category of undertakings (if
compared with the category to which it conforms in the current reporting year with that to which it conformed in the
previous reporting year).
(7) A newly established undertaking and an individual undertaking, farming and fishing enterprise that becomes the
subject of this Law in the reporting year, if on the balance sheet date it does not exceed two limit values of the criteria
referred to in Paragraph two, three, or four of this Section, is entitled to provide the minimum information in its first
annual statement that has been laid down in this Law for the relevant category of undertakings whose indicators it
does not exceed and also is entitled to apply the reliefs or exemptions laid down in this Law which are provided for the
relevant category of undertakings."
LV_norm_3,Law on Annual Statements,LV_Law_on_Annual_Statements_2023,https://likumi.lv/ta/en/en/id/277779-law-on-the-annual-financial-statements-and-consolidated-financial-statements,Section 91,"Section 91. Audit (Review) of the Annual Statement and Consolidated Annual Statement

(1) The annual statement prepared by the undertaking referred to in Section 3, Paragraph one, Clause 1 of this Law, if it is a medium-sized undertaking or large undertaking or if its transferable securities are included in the regulated market, as well as the consolidated annual statement prepared by the parent undertaking of the group of companies shall be audited (reviewed) and a report on the results of the audit (review) carried out shall be provided by a sworn auditor (several sworn auditors) or a commercial company of sworn auditors (hereinafter - the sworn auditor) in accordance with the law On Sworn Auditors.

(2) The annual statement prepared by a small undertaking referred to in Section 3, Paragraph one, Clause 1 of this Law shall be audited (reviewed) and an auditor's report shall be provided by a sworn auditor regarding the results of the audit (review) carried out only in the following cases:

1) if the indicators of such undertaking for two years in succession (in the current and previous reporting year), but for a newly established undertaking - on the balance sheet date of the first reporting year, exceed two of three limit values of the criteria referred to in this Clause:

a) the balance sheet total - EUR 800 000;

b) the net turnover - EUR 1 600 000;

c) the average number of employees in the reporting year - 50;

2) if such undertaking is a parent undertaking of the group of companies - regardless of whether the exemption from the obligation to prepare the consolidated annual statement referred to in Section 64, 65, 66, or 67 of this Law applies or does not apply thereto;

3) if such undertaking is a capital company of a public entity, subsidiary thereof or a public-private capital company within the meaning of the Law on Governance of Capital Shares of Public Entity and Capital Companies;

4) if such undertaking, in applying Section 13, Paragraph five, Clause 2 of this Law, has recognised the relevant items of the financial statement, assessed and indicated in the financial statement according to the international accounting standards.

(3) Audit (review) of the annual statement or consolidated annual statement shall also include accounting revision in order to ascertain whether it conforms to the requirements of the laws and regulations governing accounting. It shall also be ascertained in audit (review) of the annual statement or consolidated annual statement whether the requirements of the laws and regulations governing the preparation of the annual statement and consolidated annual statement have been conformed to."
LV_norm_4,Law on Annual Statements,LV_Law_on_Annual_Statements_2023,https://likumi.lv/ta/en/en/id/277779-law-on-the-annual-financial-statements-and-consolidated-financial-statements,Section 97,"Section 97. Submission of the Annual Statement and Consolidated Annual Statement

(1) An undertaking shall, not later than one month after approval of the annual statement and consolidated annual statement (if any) and not later than four months after the end of the reporting year, but for a medium-sized undertaking, large undertaking and parent undertaking of the group of companies, which prepares a consolidated annual statement, not later than seven months after the end of the reporting year, submit to the State Revenue Service a derivative of the annual statement (financial statement and management report) and consolidated annual statement (if any) prepared in printed form or electronically - electronic true copy or electronic copy (if it is stipulated in the laws and regulations regarding the electronic true copy form of financial statements or consolidated financial statements prepared by undertakings for inclusion in the Electronic Declaration System of the State Revenue Service) in the Electronic Declaration System together with an explanation (in electronic form) as to when the annual statement and consolidated annual statement (if any) have been approved.

(2) The undertaking referred to in Section 3, Paragraph one, Clause 1 of this Law, the annual statement or consolidated annual statement (if any) of which is audited (revised) by a sworn auditor, shall submit an electronic copy of the auditor's report or auditor's revision report prepared in printed form to the State Revenue Service in the Electronic Declaration System. The sworn auditor shall examine and confirm in the Electronic Declaration System that the derivative of the annual statement or consolidated annual statement (if any) in electronic form according to the content of the information provided conforms to the annual statement or consolidated annual statement (if any), regarding which the sworn auditor has provided auditor's report or auditor's revision report.

(3) A derivative of the financial statement or consolidated financial statement (if any) in electronic form - electronic true copy - for submission to the Electronic Declaration System shall be prepared according to the form approved by the Cabinet.

(31) If the management report or the consolidated management report has been prepared in paper form, it shall be included in the Electronic Declaration System of the State Revenue Service as an electronic copy of the referred to report.

(4) The commercial company, which in accordance with the Financial Instrument Market Law prepares an annual statement and consolidated annual statement according to the international accounting standards, shall additionally submit an electronic copy of the annual statement and consolidated annual statement (if any) prepared in printed form to the State Revenue Service in the Electronic Declaration System"
MT_norm_1 ,Companies Act,MT_Companies_Act_2023,https://legislation.mt/eli/cap/386/eng/pdf,Article 163,"163. (1) In lieu of the requirements of articles 13 to 18 of the
Commercial Code a company shall be required to keep proper
accounting records with respect to -
(a) all sums of money received and expended by the
company and the matters in respect of which the
receipt and expenditure takes place;
(b) the assets and liabilities of the company;
(c) if the company’s business involves dealing in goods:
(i) statements of stocks held by the company at the
end of each accounting period of the company;
(ii) all statements of stocktakings from which any
such statement of stocks as is mentioned in subparagraph
(i) has been or is to be prepared; and
(iii) except in the case of goods sold by way of
ordinary retail trade, statements of all goods sold
and purchased, showing the goods and the
buyers and sellers in sufficient detail to enable
all these to be identified.
(2) For the purposes of sub-article (1), proper accounting
records shall be deemed to have been kept with respect to the
matters aforesaid if such records a sufficient to show and explain
the company’s transactions and are such as to -
(a) disclose with reasonable accuracy, at any time, the
financial position of the company at that time; and
(b) enable the directors to ensure that any balance sheet
and profit and loss account prepared under this
Chapter complies with the requirements of this Act.
(3) The accounting records shall be kept at the registered office
of the company or at such other place as the directors think fit, and
shall be at all times open to inspection by the officers of the
company:
Provided that if accounting records are kept at a place
outside Malta there shall be sent to, and kept at a place in Malta and
at all times be open to the inspection of the officers of the company
such accounts and returns with respect to the business dealt with in
the accounting records so kept as will disclose with reasonable
accuracy the financial position of that business at intervals not
exceeding six months and will enable to be prepared, in accordance withhis Act, the company’s balance sheet and its profit and loss
account.
(4) A parent company which has a subsidiary undertaking, in
relation to which the above requirements do not apply, shall take
reasonable steps to secure that the subsidiary undertaking keeps
such accounting records as to enable the directors of the parent
company to ensure that any balance sheet and profit and loss
account prepared complies with the requirements of this Act.
Cap. 13.
(5) Notwithstanding the provisions of article 26 of the
Commercial Code, the accounting records of the company shall be
kept for a period of ten years:
Provided that where the accounting records are kept in a
bound or unified form, the ten years shall commence to run from
the date of the last entry made therein.
(6) If a company fails to comply with any provision of subarticles
(1) to (4), every officer of the company who is in default
shall be guilty of an offence and liable on conviction to a fine
(multa) of not more than eleven thousand and six hundred andorty-six euro and eighty-seven cents (11,646.87), unless he shows
that he acted diligently and that, in the circumstances in which the
company’s business was carried on, the default was excusable.
(7) If a company fails to comply with the provisions of subarticle
(5), every officer of the company who is in default shall be
liable to a penalt"
MT_norm_2,Companies Act,MT_Companies_Act_2023,https://legislation.mt/eli/cap/386/eng/pdf,Third Schedule,"1. For the purpose of Chapter X of Title I of Part V and this Schedule, the
following definitions shall apply:
""large groups"" means groups consisting of parent and subsidiary undertakings to
be included in a consolidation and which, on a consolidated basis, exceed the limits
of at least two of the three following criteria on the balance sheet date of the parent
undertaking:
(i) balance sheet total: EUR 20 000 000 computed net, or €24,000,000
computed gross;
(ii) net turnover: EUR 40 000 000 computed net, or €48,000,000 computed
gross;
(iii) average number of employees during the financial year: 2""large undertakings"" means undertakings which on their balance sheet dates
exceed at least two of the three following criteria:
(i) balance sheet total: EUR 20 000 000;
(ii) net turnover: EUR 40 000 000;
(iii) average number of employees during the financial year: 250;
""medium-sized groups"" means groups which are not small groups, which consist
of parent and subsidiary undertakings to be included in a consolidation and which,
on a consolidated basis, do not exceed the limits of at least two of the three
following criteria on the balance sheet date of the parent undertaking:
(i) balance sheet total: EUR 20 000 000 computed net, or €24,000,000
computed gross;
(ii) net turnover: EUR 40 000 000 computed net, or €48,000,000 computed
gross;
(iii) average number of employees during the financial year: 2""medium-sized undertakings"" means undertakings which are not small companies,
as defined in article 185(1), and which on their balance sheet dates do not exceed the
limits of at least two of the three following criteria:
(i) balance sheet total: EUR 20 000 000;
(ii) net turnover: EUR 40 000 000;
(iii) average number of employees during the financial year: 250.
Matters applicable to medium-sized and large undertakings
2. (1) Intangible assets shall be written off over the useful economic life of the
intangible asset.
In exceptional cases where the useful life of goodwill and development costs
cannot be reliably estimated, such assets shall be written off within a maximum
period of 10 years. An explanation of the period over which goodwill is written off
shall be provided within the notes to the financial statements.
(2) Where an asset or liability relates to more than one layout item, its
relationship to the other item or items shall be disclosed either under the item where
it appears or in the notes to the accounts, if such disclosure is essential to the
comprehension of the individual accounts.
Additional disclosures for medium-sized and large undertakings and publicinterest
entities
3. In the notes to the financial statements public-interest entities, large
undertakings and medium-sized undertakings shall, in addition to the information
required under other provisions of this Act and generally accepted accounting
principles and practice, disclose information in respect of:
(i) the amount and nature of individual items of income or expenditure
which are of exceptional size or incidence;
(ii) the average number of employees during the financial year broken down
by categories and, if they are not disclosed separately in the profit and
loss account, the staff costs relating to the accounting period broken
down between wages and salaries, social security costs and pension
costs.
4. In the notes to the financial statements, medium-sized and large
undertakings and public-interest entities shall, in addition to the information
required under this Schedule and any other provisions of this Act, disclose
information in respect of the following matters:
(a) the existence of any participation certificates, convertible debentures,
warrants, options or similar securities or rights, with an indication of
their number and the rights they confer;
(b) the name and registered office of each of the undertakings in which the
undertaking, either itself or through a person acting in his own name but
on the undertaking’s behalf, holds a participating interest, showing the
proportion of the capital held, the amount of capital and reserves, and
the profit or loss for the latest financial year of the undertaking
concerned for which financial statements have been adopted; the
information concerning capital and reserve and the profit or loss may be
omitted where the undertaking concerned does not publish its balance
sheet and is not controlled by the undertaking;
(c) the name, the head or registered office and the legal form of each of the
undertakings of which the undtaking is a member having unlimited
liability;
(d) the name and registered office of the undertaking which draws up the
consolidated financial statements of the largest body of undertakings of
which the undertaking forms part as a subsidiary undertaking;
(e) the name and registered office of the undertaking which draws up the
consolidated statements of the smallest body of undertakings of which
the undertaking forms part as a subsidiary undertaking and which is also
included in the body of undertakings referred to in sub-paragraph (d);
(f) the place where copies of the consolidated financial statements referred
to in sub-paragraphs (c) and (d) may be obtained, provided that they are
available;
(g) the nature and business purpose of the undertaking’s arrangements that
are not included in the balance sheet and the financial impact on the
undertaking of those arrangements, provided that the risks or benefits
arising from such arrangements are material and insofar as the
disclosure of such risks or benefits is cessary for the purposes of
assessing the financial position of the undertaking.
Additional disclosures applicable to large undertakings and public-interest entities
5. In the notes to the financial statements, large undertakings and publicinterest
entities shall, in addition to the information required under this Schedule and
any other provisions of this Act, disclose information in respect of the total fees for
the financial year charged by each auditor or audit firm for the statutory audit of the
annual financial statements, and the total fees charged by each auditor or audit firm
for other assurance services, for tax advisory services and for other non-audit
services:
Provided that this requirement shall not apply to the annual financial statements of
an undertaking where that undertaking is included within the consolidated financial
statements required to be drawn up under article 170, provided, however, that such
information shall be given in the notes to the consolidated financial statements."
MT_norm_3,Companies Act,MT_Companies_Act_2023,https://legislation.mt/eli/cap/386/eng/pdf,Article 179,"179. (1) A company’s auditors shall make a report to the
company’s members on all annual accounts of the company of
which copies are to be laid before the company in general meeting
during their tenure of office.
(2) The auditors’ report shall be drawn up in accordance with
generally accepted auditing standards and shall state whether in the
auditors’ opinion the annual accounts have been properly prepared
in accordance with this Act, and in particular whether a true and
fair view is given -
(a) in the case of an individual balance sheet, of the state
of affairs of the company as at the end of the accounting period;
(b) in the case of an individual profit and loss account, of
the profit or loss of the company for the accounting
period;
(c) in the case of consolidated accounts, of the state of
affairs as at the end of the accounting period, and the
profit or loss for the accounting period, of the
undertakings included in the consolidation as a whole,
so far as concerns members of the company.
(3) The ashall consider whether the information given
in the directors’ report for the accounting period for which the
annual accounts are prepared is consistent with those accounts; and
if they are of the opinion that it is not they shall state that fact in
their report.
The auditors shall also:
(a) express an opinion on whether the directors’ report has
been prepared in accordance with the applicable legal
requirements;
(b) state whether, in the light of the knowledge and
understanding of the undertaking and its environment
obtained in the course of the audit, they have identified
material misstatements in the directors’ report, and
shall give an indication of the nature of any such
misstatements:
Provided that the requirement mentioned in paragraphs (a)
and (b) shall not apply to the non-financial information to be
disclosed in accordance with paragraphs 8 and 11 of the Sixth
Schedule, but the auditors shall check whether such information is
pro"
